venda_id,data,produto,categoria_produto,canal,campanha,receita,custo,custo_marketing
1544,2024-08-25,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,779.85,522.67,40.82
1545,2024-08-13,Teclado Mecânico,Periféricos,Influencers,Black Friday,311.7,207.92,111.85
1546,2024-06-02,Mesa Escritório,Móveis,Influencers,Black Friday,556.84,370.77,174.66
1547,2024-08-25,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1959.79,1176.48,0.0
1548,2024-01-19,Smartphone X,Eletrônicos,Influencers,Nenhuma,1834.94,1142.8,169.3
1549,2024-04-08,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1986.9,1293.9,0.0
1550,2024-12-29,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,299.35,184.01,0.0
1551,2024-09-14,Smartphone X,Eletrônicos,Influencers,Black Friday,1860.22,1148.06,141.68
1552,2024-05-02,Smartphone X,Eletrônicos,Influencers,Nenhuma,1933.59,1185.09,116.75
1553,2024-03-01,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,2123.79,1369.43,45.39
1554,2024-07-29,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,807.19,535.98,32.91
1555,2024-11-13,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2004.66,1260.43,28.85
1556,2024-11-15,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1133.74,744.02,0.0
1557,2024-05-16,Cadeira Gamer,Móveis,Influencers,Black Friday,787.51,523.94,75.66
1558,2024-04-18,"Monitor 27""",Periféricos,Email Marketing,Institucional,1296.29,802.24,71.25
1559,2024-12-03,Teclado Mecânico,Periféricos,Influencers,Semana Tech,287.03,190.84,121.32
1560,2024-03-07,Mesa Escritório,Móveis,Email Marketing,Black Friday,560.02,343.06,72.44
1561,2024-03-15,Smartphone X,Eletrônicos,Google Ads,Verão Ofertas,1823.76,1263.58,63.81
1562,2024-10-13,Mesa Escritório,Móveis,Orgânico,Nenhuma,649.5,410.99,0.0
1563,2024-08-04,Mesa Escritório,Móveis,Orgânico,Nenhuma,604.59,399.59,0.0
1564,2024-08-18,Notebook Pro,Eletrônicos,Email Marketing,Black Friday,3766.88,2364.94,34.14
1565,2024-01-25,Cadeira Gamer,Móveis,Google Ads,Institucional,840.08,575.12,79.84
1566,2024-02-27,Mesa Escritório,Móveis,Facebook Ads,Institucional,558.4,352.74,24.11
1567,2024-04-29,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1277.93,770.03,0.0
1568,2024-01-20,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1319.97,868.77,0.0
1569,2024-11-07,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,2051.63,1412.87,46.18
1570,2024-10-03,Cadeira Gamer,Móveis,Email Marketing,Institucional,726.54,496.13,55.58
1571,2024-04-13,"Monitor 27""",Periféricos,Facebook Ads,Institucional,1250.16,800.26,28.05
1572,2024-08-27,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1273.11,835.16,0.0
1573,2024-12-18,Smartphone X,Eletrônicos,Facebook Ads,Institucional,1863.7,1200.01,78.27
1574,2024-04-03,Smartphone X,Eletrônicos,Facebook Ads,Black Friday,2047.37,1340.3,37.09
1575,2024-07-29,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,309.2,193.57,186.89
1576,2024-04-04,Mesa Escritório,Móveis,Email Marketing,Institucional,573.84,390.6,18.39
1577,2024-11-19,Mesa Escritório,Móveis,Email Marketing,Semana Tech,584.25,361.19,76.04
1578,2024-10-22,Teclado Mecânico,Periféricos,Facebook Ads,Semana Tech,311.38,217.34,22.28
1579,2024-09-26,Mesa Escritório,Móveis,Orgânico,Nenhuma,632.7,382.02,0.0
1580,2024-08-28,Teclado Mecânico,Periféricos,Influencers,Black Friday,323.28,210.67,76.16
1581,2024-02-28,Cadeira Gamer,Móveis,Influencers,Nenhuma,877.67,527.11,144.17
1582,2024-06-19,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3178.64,2192.07,54.51
1583,2024-02-11,Smartphone X,Eletrônicos,Facebook Ads,Nenhuma,1877.82,1147.6,43.17
1584,2024-12-28,Mesa Escritório,Móveis,Email Marketing,Nenhuma,562.4,353.67,10.68
1585,2024-04-17,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1830.11,1124.8,0.0
1586,2024-04-26,Cadeira Gamer,Móveis,Influencers,Semana Tech,852.08,527.87,177.63
1587,2024-09-22,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3246.92,2007.33,68.22
1588,2024-02-02,Mesa Escritório,Móveis,Google Ads,Institucional,581.4,400.88,47.94
1589,2024-09-11,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,642.56,404.46,72.35
1590,2024-02-04,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3838.69,2517.73,0.0
1591,2024-10-05,Cadeira Gamer,Móveis,Email Marketing,Institucional,729.65,438.67,42.84
1592,2024-02-16,"Monitor 27""",Periféricos,Influencers,Semana Tech,1145.56,744.02,106.9
1593,2024-05-28,Cadeira Gamer,Móveis,Influencers,Black Friday,726.13,479.74,166.48
1594,2024-11-17,Cadeira Gamer,Móveis,Orgânico,Nenhuma,797.3,512.55,0.0
1595,2024-07-04,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3517.33,2306.3,0.0
1596,2024-03-17,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,292.76,175.96,44.86
1597,2024-09-14,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3739.32,2349.82,27.4
1598,2024-05-13,"Monitor 27""",Periféricos,Influencers,Institucional,1228.96,824.31,196.97
1599,2024-07-10,Cadeira Gamer,Móveis,Facebook Ads,Institucional,877.4,587.72,71.62
1600,2024-10-26,Notebook Pro,Eletrônicos,Influencers,Verão Ofertas,3826.37,2580.25,150.81
1601,2024-03-18,Mesa Escritório,Móveis,Google Ads,Nenhuma,629.41,422.97,67.46
1602,2024-04-21,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,741.8,485.15,20.63
1603,2024-10-11,Cadeira Gamer,Móveis,Orgânico,Nenhuma,742.45,468.67,0.0
1604,2024-08-30,Cadeira Gamer,Móveis,Email Marketing,Institucional,740.2,446.83,48.57
1605,2024-01-01,Smartphone X,Eletrônicos,Email Marketing,Black Friday,2129.23,1404.42,26.56
1606,2024-05-12,Teclado Mecânico,Periféricos,Google Ads,Black Friday,326.63,220.37,44.81
1607,2024-12-07,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,307.94,211.72,0.0
1608,2024-03-27,Mesa Escritório,Móveis,Email Marketing,Semana Tech,579.71,349.54,60.54
1609,2024-09-17,"Monitor 27""",Periféricos,Influencers,Nenhuma,1168.15,817.1,131.49
1610,2024-12-02,Smartphone X,Eletrônicos,Email Marketing,Black Friday,1976.99,1267.67,18.62
1611,2024-05-05,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,328.44,219.35,26.16
1612,2024-01-13,Cadeira Gamer,Móveis,Orgânico,Nenhuma,762.22,473.02,0.0
1613,2024-09-09,Mesa Escritório,Móveis,Email Marketing,Nenhuma,581.48,384.25,13.28
1614,2024-12-25,Cadeira Gamer,Móveis,Influencers,Semana Tech,853.75,556.42,184.01
1615,2024-08-08,Smartphone X,Eletrônicos,Facebook Ads,Institucional,2188.1,1510.88,38.22
1616,2024-09-27,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,726.35,442.4,48.7
1617,2024-03-28,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,307.85,208.86,39.49
1618,2024-05-05,Smartphone X,Eletrônicos,Email Marketing,Institucional,1876.83,1179.32,60.19
1619,2024-11-24,"Monitor 27""",Periféricos,Influencers,Nenhuma,1224.51,756.58,136.56
1620,2024-07-19,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3629.9,2453.61,56.13
1621,2024-03-17,Mesa Escritório,Móveis,Google Ads,Semana Tech,556.49,371.53,14.17
1622,2024-02-28,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3317.27,2187.59,12.32
1623,2024-01-28,Notebook Pro,Eletrônicos,Facebook Ads,Semana Tech,3504.5,2196.64,37.63
1624,2024-11-21,Teclado Mecânico,Periféricos,Email Marketing,Institucional,295.01,203.42,49.08
1625,2024-04-28,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1971.94,1365.22,0.0
1626,2024-11-30,Smartphone X,Eletrônicos,Email Marketing,Verão Ofertas,2002.3,1385.47,76.56
1627,2024-01-18,Smartphone X,Eletrônicos,Email Marketing,Black Friday,2034.52,1255.78,62.59
1628,2024-03-12,"Monitor 27""",Periféricos,Google Ads,Black Friday,1244.14,837.31,57.02
1629,2024-03-13,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,278.09,169.38,134.53
1630,2024-10-29,Cadeira Gamer,Móveis,Facebook Ads,Black Friday,794.87,540.11,29.55
1631,2024-09-09,Teclado Mecânico,Periféricos,Influencers,Nenhuma,278.65,193.41,117.69
1632,2024-01-27,Mesa Escritório,Móveis,Email Marketing,Black Friday,582.63,370.48,17.87
1633,2024-01-28,Teclado Mecânico,Periféricos,Influencers,Semana Tech,327.5,201.95,154.27
1634,2024-06-27,Teclado Mecânico,Periféricos,Email Marketing,Verão Ofertas,285.48,178.61,60.07
1635,2024-09-21,Teclado Mecânico,Periféricos,Google Ads,Semana Tech,320.25,212.17,48.64
1636,2024-02-15,Teclado Mecânico,Periféricos,Google Ads,Black Friday,327.76,207.62,42.25
1637,2024-08-16,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1190.78,799.57,0.0
1638,2024-04-12,Notebook Pro,Eletrônicos,Influencers,Black Friday,3657.75,2255.9,82.7
1639,2024-11-29,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2034.76,1401.89,19.71
1640,2024-07-27,Smartphone X,Eletrônicos,Email Marketing,Institucional,2083.65,1358.68,46.02
1641,2024-02-25,Teclado Mecânico,Periféricos,Facebook Ads,Black Friday,288.62,183.56,71.69
1642,2024-08-17,Notebook Pro,Eletrônicos,Google Ads,Institucional,3828.72,2620.98,68.99
1643,2024-04-18,Cadeira Gamer,Móveis,Email Marketing,Institucional,764.32,477.05,79.23
1644,2024-04-05,Mesa Escritório,Móveis,Facebook Ads,Black Friday,560.13,382.44,70.23
1645,2024-12-29,Mesa Escritório,Móveis,Google Ads,Verão Ofertas,573.81,390.93,11.16
1646,2024-02-15,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3685.93,2571.16,60.32
1647,2024-01-07,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3827.11,2546.86,0.0
1648,2024-02-12,"Monitor 27""",Periféricos,Influencers,Nenhuma,1208.11,728.15,62.0
1649,2024-05-28,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,633.0,394.22,74.14
1650,2024-04-13,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1315.4,847.91,0.0
1651,2024-05-25,Mesa Escritório,Móveis,Orgânico,Nenhuma,576.04,380.06,0.0
1652,2024-05-13,Smartphone X,Eletrônicos,Google Ads,Nenhuma,1872.34,1309.88,42.87
1653,2024-07-31,"Monitor 27""",Periféricos,Facebook Ads,Institucional,1131.65,701.25,14.97
1654,2024-03-06,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2120.36,1329.48,26.52
1655,2024-10-19,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3313.64,2252.51,53.07
1656,2024-11-14,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3400.05,2379.24,27.3
1657,2024-10-02,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,730.54,498.24,27.66
1658,2024-12-29,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3640.53,2408.19,121.22
1659,2024-08-08,Mesa Escritório,Móveis,Influencers,Black Friday,562.5,377.21,54.11
1660,2024-02-16,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1300.05,797.85,33.39
1661,2024-10-20,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3487.82,2216.88,189.12
1662,2024-05-04,Smartphone X,Eletrônicos,Google Ads,Nenhuma,2098.65,1338.48,12.97
1663,2024-06-24,"Monitor 27""",Periféricos,Email Marketing,Semana Tech,1137.21,762.72,75.55
1664,2024-11-04,Cadeira Gamer,Móveis,Email Marketing,Black Friday,811.2,552.82,57.04
1665,2024-01-10,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1236.33,814.12,0.0
1666,2024-10-14,Mesa Escritório,Móveis,Email Marketing,Nenhuma,596.22,358.83,47.98
1667,2024-03-14,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,859.66,591.98,46.24
1668,2024-02-02,Cadeira Gamer,Móveis,Facebook Ads,Black Friday,731.05,445.02,22.5
1669,2024-04-14,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1088.72,758.5,43.18
1670,2024-08-21,Notebook Pro,Eletrônicos,Facebook Ads,Black Friday,3411.22,2077.6,42.58
1671,2024-05-31,Mesa Escritório,Móveis,Email Marketing,Nenhuma,623.59,433.33,64.25
1672,2024-09-08,Teclado Mecânico,Periféricos,Google Ads,Verão Ofertas,276.06,184.35,72.72
1673,2024-04-05,Cadeira Gamer,Móveis,Influencers,Black Friday,812.73,567.13,51.29
1674,2024-01-10,Cadeira Gamer,Móveis,Orgânico,Nenhuma,765.0,500.96,0.0
1675,2024-06-10,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,274.5,187.7,45.08
1676,2024-07-31,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3780.76,2607.38,67.59
1677,2024-08-28,Teclado Mecânico,Periféricos,Google Ads,Black Friday,284.66,197.32,58.33
1678,2024-03-12,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,314.07,212.85,156.18
1679,2024-12-29,Notebook Pro,Eletrônicos,Influencers,Nenhuma,3438.17,2188.21,160.1
1680,2024-05-18,Cadeira Gamer,Móveis,Email Marketing,Nenhuma,789.61,545.26,44.68
1681,2024-12-17,Mesa Escritório,Móveis,Orgânico,Nenhuma,630.72,411.16,0.0
1682,2024-08-01,Teclado Mecânico,Periféricos,Email Marketing,Semana Tech,273.99,172.43,57.17
1683,2024-06-28,Cadeira Gamer,Móveis,Influencers,Nenhuma,725.62,444.6,192.14
1684,2024-08-20,Notebook Pro,Eletrônicos,Facebook Ads,Institucional,3422.57,2217.74,37.77
1685,2024-10-07,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,321.68,195.89,0.0
1686,2024-04-11,Teclado Mecânico,Periféricos,Google Ads,Institucional,287.4,185.65,31.96
1687,2024-02-18,Smartphone X,Eletrônicos,Google Ads,Verão Ofertas,2026.92,1280.02,68.65
1688,2024-07-27,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3827.7,2382.34,0.0
1689,2024-09-02,"Monitor 27""",Periféricos,Email Marketing,Nenhuma,1098.02,707.19,24.97
1690,2024-10-16,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1203.58,732.08,0.0
1691,2024-01-17,Cadeira Gamer,Móveis,Orgânico,Nenhuma,834.58,537.94,0.0
1692,2024-03-19,Mesa Escritório,Móveis,Google Ads,Institucional,622.73,384.64,50.23
1693,2024-10-14,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2149.2,1373.43,0.0
1694,2024-04-09,Mesa Escritório,Móveis,Facebook Ads,Institucional,615.33,403.73,73.36
1695,2024-02-11,Teclado Mecânico,Periféricos,Influencers,Verão Ofertas,324.7,223.82,121.93
1696,2024-04-14,Cadeira Gamer,Móveis,Google Ads,Nenhuma,738.05,449.03,77.79
1697,2024-07-24,Smartphone X,Eletrônicos,Facebook Ads,Nenhuma,1805.66,1236.99,44.9
1698,2024-08-06,Mesa Escritório,Móveis,Influencers,Nenhuma,658.31,401.17,193.8
1699,2024-07-09,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,571.98,371.5,18.56
1700,2024-12-08,Cadeira Gamer,Móveis,Influencers,Nenhuma,859.6,552.24,105.32
1701,2024-12-04,Cadeira Gamer,Móveis,Orgânico,Nenhuma,873.83,532.88,0.0
1702,2024-01-25,Cadeira Gamer,Móveis,Influencers,Black Friday,824.36,523.48,72.68
1703,2024-02-04,Mesa Escritório,Móveis,Email Marketing,Institucional,592.9,398.39,60.31
1704,2024-05-20,Mesa Escritório,Móveis,Facebook Ads,Nenhuma,591.12,376.94,73.15
1705,2024-12-28,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1142.63,720.68,0.0
1706,2024-03-16,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,314.29,192.03,0.0
1707,2024-03-02,Mesa Escritório,Móveis,Orgânico,Nenhuma,590.8,358.96,0.0
1708,2024-07-11,Notebook Pro,Eletrônicos,Google Ads,Verão Ofertas,3163.1,2210.85,34.56
1709,2024-09-01,"Monitor 27""",Periféricos,Google Ads,Black Friday,1259.99,761.4,30.41
1710,2024-12-02,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,317.11,209.34,54.13
1711,2024-11-14,Notebook Pro,Eletrônicos,Email Marketing,Black Friday,3667.33,2440.26,60.72
1712,2024-04-13,Mesa Escritório,Móveis,Google Ads,Semana Tech,588.82,392.07,65.94
1713,2024-10-29,Notebook Pro,Eletrônicos,Facebook Ads,Black Friday,3768.13,2417.12,64.54
1714,2024-01-23,"Monitor 27""",Periféricos,Google Ads,Black Friday,1198.33,806.56,50.83
1715,2024-10-27,Teclado Mecânico,Periféricos,Facebook Ads,Black Friday,313.33,208.17,15.02
1716,2024-11-09,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,315.1,196.3,20.95
1717,2024-10-08,Smartphone X,Eletrônicos,Email Marketing,Institucional,2146.5,1475.55,55.44
1718,2024-05-26,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1153.65,700.46,40.67
1719,2024-03-09,"Monitor 27""",Periféricos,Email Marketing,Institucional,1231.62,774.37,45.42
1720,2024-10-18,Smartphone X,Eletrônicos,Email Marketing,Black Friday,1819.85,1120.48,10.86
1721,2024-08-19,Teclado Mecânico,Periféricos,Facebook Ads,Verão Ofertas,329.4,208.2,12.72
1722,2024-01-01,Cadeira Gamer,Móveis,Google Ads,Nenhuma,865.64,578.52,51.82
1723,2024-12-31,Smartphone X,Eletrônicos,Email Marketing,Institucional,1974.26,1284.42,39.25
1724,2024-08-28,"Monitor 27""",Periféricos,Google Ads,Black Friday,1189.15,811.82,52.75
1725,2024-07-06,Smartphone X,Eletrônicos,Influencers,Semana Tech,1998.48,1290.46,147.72
1726,2024-05-12,Mesa Escritório,Móveis,Facebook Ads,Institucional,540.63,354.4,65.74
1727,2024-09-01,Cadeira Gamer,Móveis,Email Marketing,Verão Ofertas,793.79,526.57,56.86
1728,2024-11-16,Notebook Pro,Eletrônicos,Facebook Ads,Verão Ofertas,3150.95,2057.21,56.74
1729,2024-09-15,Teclado Mecânico,Periféricos,Influencers,Black Friday,316.47,194.73,54.6
1730,2024-03-12,Notebook Pro,Eletrônicos,Google Ads,Institucional,3234.63,2154.48,55.81
1731,2024-10-13,Notebook Pro,Eletrônicos,Email Marketing,Institucional,3335.13,2067.48,57.41
1732,2024-05-06,Cadeira Gamer,Móveis,Email Marketing,Institucional,752.07,468.29,72.99
1733,2024-03-28,"Monitor 27""",Periféricos,Email Marketing,Semana Tech,1187.87,735.52,14.61
1734,2024-12-11,Mesa Escritório,Móveis,Influencers,Verão Ofertas,636.46,434.95,55.06
1735,2024-03-21,Teclado Mecânico,Periféricos,Influencers,Semana Tech,308.91,201.82,118.1
1736,2024-11-03,Teclado Mecânico,Periféricos,Email Marketing,Black Friday,277.75,180.94,47.21
1737,2024-06-13,"Monitor 27""",Periféricos,Orgânico,Nenhuma,1266.12,849.03,0.0
1738,2024-02-16,"Monitor 27""",Periféricos,Facebook Ads,Verão Ofertas,1119.04,721.83,59.08
1739,2024-02-16,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3420.63,2317.28,0.0
1740,2024-09-12,Cadeira Gamer,Móveis,Facebook Ads,Nenhuma,852.85,532.88,16.05
1741,2024-01-13,Teclado Mecânico,Periféricos,Google Ads,Institucional,312.16,195.9,57.25
1742,2024-03-24,Smartphone X,Eletrônicos,Facebook Ads,Institucional,1983.78,1298.74,44.91
1743,2024-02-21,Notebook Pro,Eletrônicos,Facebook Ads,Nenhuma,3785.87,2596.97,29.3
1744,2024-07-10,Cadeira Gamer,Móveis,Orgânico,Nenhuma,777.92,542.01,0.0
1745,2024-04-27,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3526.77,2333.39,39.82
1746,2024-10-04,"Monitor 27""",Periféricos,Email Marketing,Black Friday,1187.58,724.58,51.36
1747,2024-03-03,"Monitor 27""",Periféricos,Facebook Ads,Black Friday,1187.65,806.12,19.34
1748,2024-07-03,Teclado Mecânico,Periféricos,Google Ads,Semana Tech,309.1,192.05,26.27
1749,2024-03-11,Smartphone X,Eletrônicos,Influencers,Nenhuma,2196.68,1378.45,119.59
1750,2024-03-25,Notebook Pro,Eletrônicos,Google Ads,Institucional,3505.44,2359.65,40.87
1751,2024-08-17,"Monitor 27""",Periféricos,Influencers,Institucional,1178.06,784.66,86.72
1752,2024-04-15,Cadeira Gamer,Móveis,Email Marketing,Black Friday,734.27,485.26,52.66
1753,2024-09-13,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3621.21,2304.41,54.65
1754,2024-09-22,Smartphone X,Eletrônicos,Email Marketing,Nenhuma,1900.25,1274.91,52.57
1755,2024-07-14,Teclado Mecânico,Periféricos,Google Ads,Institucional,309.46,192.3,68.5
1756,2024-09-29,Mesa Escritório,Móveis,Orgânico,Nenhuma,611.15,391.2,0.0
1757,2024-09-14,Smartphone X,Eletrônicos,Email Marketing,Nenhuma,1905.29,1331.05,15.31
1758,2024-03-22,"Monitor 27""",Periféricos,Influencers,Verão Ofertas,1200.0,733.11,131.77
1759,2024-11-27,Cadeira Gamer,Móveis,Facebook Ads,Semana Tech,751.91,475.49,41.71
1760,2024-02-11,Teclado Mecânico,Periféricos,Influencers,Institucional,312.28,202.38,138.78
1761,2024-11-04,Cadeira Gamer,Móveis,Facebook Ads,Verão Ofertas,826.52,535.25,69.19
1762,2024-03-23,"Monitor 27""",Periféricos,Email Marketing,Verão Ofertas,1265.18,815.82,43.38
1763,2024-09-23,Notebook Pro,Eletrônicos,Facebook Ads,Black Friday,3687.44,2525.68,12.58
1764,2024-02-12,Smartphone X,Eletrônicos,Facebook Ads,Institucional,1836.49,1183.78,35.11
1765,2024-07-27,Teclado Mecânico,Periféricos,Influencers,Institucional,302.82,200.3,127.81
1766,2024-01-20,"Monitor 27""",Periféricos,Influencers,Institucional,1100.38,739.85,75.59
1767,2024-04-08,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1829.89,1109.25,0.0
1768,2024-05-05,"Monitor 27""",Periféricos,Influencers,Verão Ofertas,1143.48,759.32,93.94
1769,2024-12-15,"Monitor 27""",Periféricos,Influencers,Semana Tech,1216.45,822.55,197.01
1770,2024-01-01,Teclado Mecânico,Periféricos,Facebook Ads,Nenhuma,301.99,203.87,58.68
1771,2024-02-01,Mesa Escritório,Móveis,Email Marketing,Verão Ofertas,617.36,394.27,15.92
1772,2024-01-04,Smartphone X,Eletrônicos,Influencers,Verão Ofertas,2181.6,1380.24,71.06
1773,2024-05-23,Mesa Escritório,Móveis,Influencers,Institucional,593.13,377.45,148.62
1774,2024-10-23,Smartphone X,Eletrônicos,Orgânico,Nenhuma,1841.66,1273.95,0.0
1775,2024-12-01,"Monitor 27""",Periféricos,Facebook Ads,Black Friday,1176.86,708.26,14.52
1776,2024-05-03,Teclado Mecânico,Periféricos,Influencers,Semana Tech,318.06,222.08,181.47
1777,2024-01-22,"Monitor 27""",Periféricos,Google Ads,Semana Tech,1235.97,856.6,31.25
1778,2024-05-20,Notebook Pro,Eletrônicos,Orgânico,Nenhuma,3642.22,2506.28,0.0
1779,2024-05-01,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2141.1,1426.1,0.0
1780,2024-08-03,Smartphone X,Eletrônicos,Google Ads,Nenhuma,1872.84,1191.05,51.58
1781,2024-12-27,Smartphone X,Eletrônicos,Google Ads,Verão Ofertas,2082.81,1271.23,43.08
1782,2024-11-04,Mesa Escritório,Móveis,Google Ads,Nenhuma,553.17,344.29,50.07
1783,2024-11-06,"Monitor 27""",Periféricos,Facebook Ads,Semana Tech,1137.21,779.73,41.65
1784,2024-10-11,Teclado Mecânico,Periféricos,Google Ads,Institucional,309.4,209.54,77.11
1785,2024-02-21,Notebook Pro,Eletrônicos,Google Ads,Nenhuma,3658.89,2377.44,64.76
1786,2024-01-01,Mesa Escritório,Móveis,Facebook Ads,Institucional,616.63,428.82,50.74
1787,2024-02-27,Smartphone X,Eletrônicos,Google Ads,Black Friday,2028.15,1406.29,38.52
1788,2024-12-24,Teclado Mecânico,Periféricos,Email Marketing,Nenhuma,283.2,190.3,20.64
1789,2024-02-23,Smartphone X,Eletrônicos,Email Marketing,Semana Tech,1983.39,1259.18,13.59
1790,2024-08-10,Teclado Mecânico,Periféricos,Influencers,Black Friday,291.02,186.55,72.28
1791,2024-09-19,Cadeira Gamer,Móveis,Email Marketing,Institucional,861.18,561.21,30.23
1792,2024-03-27,Cadeira Gamer,Móveis,Email Marketing,Semana Tech,865.66,551.14,10.96
1793,2024-03-28,"Monitor 27""",Periféricos,Facebook Ads,Verão Ofertas,1178.35,820.07,61.21
1794,2024-04-11,Teclado Mecânico,Periféricos,Influencers,Black Friday,304.57,199.85,141.97
1795,2024-11-02,Cadeira Gamer,Móveis,Google Ads,Nenhuma,789.4,526.58,77.29
1796,2024-06-13,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3597.44,2245.94,120.46
1797,2024-10-01,Cadeira Gamer,Móveis,Facebook Ads,Nenhuma,755.95,482.61,67.97
1798,2024-11-13,"Monitor 27""",Periféricos,Email Marketing,Institucional,1313.79,798.09,45.44
1799,2024-08-24,Smartphone X,Eletrônicos,Facebook Ads,Verão Ofertas,1940.17,1166.73,64.62
1800,2024-03-06,Smartphone X,Eletrônicos,Facebook Ads,Semana Tech,2149.66,1367.27,72.21
1801,2024-04-01,Mesa Escritório,Móveis,Influencers,Semana Tech,607.92,397.83,140.9
1802,2024-10-18,Mesa Escritório,Móveis,Facebook Ads,Verão Ofertas,643.15,449.9,15.26
1803,2024-04-21,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3506.52,2334.86,15.03
1804,2024-02-13,Notebook Pro,Eletrônicos,Google Ads,Semana Tech,3570.34,2355.2,56.74
1805,2024-06-30,Cadeira Gamer,Móveis,Email Marketing,Black Friday,802.37,516.36,42.53
1806,2024-07-14,Notebook Pro,Eletrônicos,Email Marketing,Nenhuma,3363.7,2198.14,42.43
1807,2024-03-12,Notebook Pro,Eletrônicos,Email Marketing,Semana Tech,3417.76,2239.39,78.07
1808,2024-10-08,Teclado Mecânico,Periféricos,Facebook Ads,Institucional,329.74,197.96,37.75
1809,2024-11-17,Notebook Pro,Eletrônicos,Influencers,Semana Tech,3183.27,2153.83,58.0
1810,2024-02-10,Smartphone X,Eletrônicos,Google Ads,Verão Ofertas,2056.85,1355.48,61.52
1811,2024-11-10,Smartphone X,Eletrônicos,Orgânico,Nenhuma,2039.4,1305.26,0.0
1812,2024-07-25,Teclado Mecânico,Periféricos,Orgânico,Nenhuma,284.74,190.82,0.0
1813,2024-03-20,Teclado Mecânico,Periféricos,Influencers,Black Friday,278.06,181.57,142.32
1814,2024-04-21,Mesa Escritório,Móveis,Influencers,Nenhuma,579.56,390.06,79.41
1815,2024-08-16,Notebook Pro,Eletrônicos,Google Ads,Black Friday,3648.67,2359.62,69.34
